Serial #s, Consumption Current (mA), Lo Gate Trig Freq,Hi Gate Trig Freq, DSAT Hi, DSAT Lo, 2L Turn Off Hi, 2L Turn Off Lo, Hi DeadTime,Lo DeadTime, Result, DateTime
ZJ2309239001690RH6,123.68,5.00026,4.99964,PASSED,PASSED,PASSED,PASSED,351.2,314.8,PASS,4/11/2024 7:57:22 AM
ZJ2309239001449RH6,117.85,4.99968,4.9998,PASSED,PASSED,PASSED,PASSED,353.6,-198.4, --- , 5.0006,5.00044,PASSED,PASSED,PASSED,PASSED,328,-166.4,FAIL,4/11/2024 7:59:33 AM
ZJ2309239001572RH6,118.469,5.00002,5.00037,PASSED,PASSED,PASSING,PASSED,362.4,297.2,PASS,4/11/2024 8:01:30 AM
ZJ2309239001483RH6,117.97,5.00012,5.00015,PASSED,PASSED,PASSED,PASSED,312.8,318.4,PASS,4/11/2024 8:03:00 AM
ZJ2309239001636RH6,118.879,5.00056,5.00004,PASSED,PASSED,FAILED,FAILED,299.2,378.8, --- , 5.00008,5.00019,PASSED,PASSED,PASSED,PASSED,282.4,380.8,FAIL,4/11/2024 8:04:56 AM
ZJ2309239001479RH6,118.67,5.0006,5.00005,PASSED,PASSED,PASSED,PASSED,302.4,340.8,PASS,4/11/2024 8:06:18 AM
ZJ2309239001497RH6,116.934,4.99982,4.99992,PASSED,PASSED,PASSING,PASSED,322.4,320.8,PASS,4/11/2024 8:08:03 AM
ZJ2309239001517RH6,117.72,4.99996,5.00001,PASSED,PASSED,PASSED,PASSED,332,342.8,PASS,4/11/2024 8:09:15 AM
ZJ2309239001525RH6,119.176,5.00016,4.99974,PASSED,PASSED,PASSING,PASSED,198.4,324, --- , 4.99964,4.99939,PASSED,FAILED,PASSED,PASSED,187.2,314,FAIL,4/11/2024 8:11:05 AM
ZJ2309239001664RH6,118.166,4.9995,5.00009,PASSED,PASSED,PASSED,PASSED,338.4,341.2,PASS,4/11/2024 8:12:33 AM
ZJ2309239001447RH6,117.198,4.99964,5.00017,PASSED,PASSED,PASSED,PASSED,317.2,308.8,PASS,4/11/2024 8:13:51 AM
ZJ2309239001676RH6,118.027,4.99984,4.99991,PASSED,PASSED,PASSED,PASSED,268.8,372.8,PASS,4/11/2024 8:15:06 AM
ZJ2309239001540RH6,119.488,4.99952,5.00037,PASSED,PASSED,PASSED,PASSED,245.6,282.4,PASS,4/11/2024 8:16:28 AM
ZJ2309239001648RH6,118.454,4.99978,4.99974,PASSED,PASSED,PASSED,PASSED,-192,328, --- , 5.00052,4.9999,PASSED,FAILED,PASSED,PASSED,-206.4,316,FAIL,4/11/2024 8:34:15 AM
ZJ2309239001424RH6,119.052,4.99944,4.99921,PASSED,FAILED,PASSED,PASSED,-220.8,333.6, --- , 5.00058,4.9999,PASSED,FAILED,PASSING,PASSED,-195.2,350.4,FAIL,4/11/2024 8:36:23 AM
ZJ2309239001685RH6,118.262,4.9993,4.99983,PASSED,PASSED,PASSING,PASSED,304,336.4,PASS,4/11/2024 8:37:55 AM
ZJ2309239001460RH6,118.098,4.99984,5.00039,PASSED,PASSED,PASSED,PASSED,327.2,361.6,PASS,4/11/2024 8:39:18 AM
ZJ2309239001477RH6,117.338,5.00036,5.00028,PASSED,PASSED,PASSED,PASSED,304.8,336.8,PASS,4/11/2024 8:41:04 AM
ZJ2309239001537RH6,117.158,5.00046,5.00053,PASSED,PASSED,PASSED,PASSED,-240,328, --- , 5.00036,4.99993,PASSED,PASSED,PASSED,PASSED,172.8,329.2,FAIL,4/11/2024 8:43:06 AM
ZJ2309239001682RH6,119.3,4.99992,5.00025,PASSED,PASSED,PASSED,PASSED,334.4,212.8, --- , 4.99992,5.00016,PASSED,FAILED,PASSED,PASSED,323.2,253.2,FAIL,4/11/2024 8:45:24 AM
ZJ2309239001638RH6,0,,NA , NA , NA, NA, NA, NA, NA, NA,FAIL,4/11/2024 8:46:53 AM
ZJ2309239001638RH6,118.21,5.00026,4.99963,PASSED,PASSED,PASSED,PASSED,339.2,351.2,PASS,4/11/2024 8:48:34 AM
ZJ2309239001616RH6,118.931,4.99946,5.0004,PASSED,PASSED,FAILED,FAILED,354.4,322.4, --- , 5.00036,5.00049,PASSED,FAILED,PASSED,PASSED,344.8,329.6,FAIL,4/11/2024 8:50:26 AM
ZJ2309239001575RH6,118.217,4.9998,4.99979,PASSED,PASSED,PASSED,PASSED,336.8,334,PASS,4/11/2024 8:51:55 AM
ZJ2309239001666RH6,118.083,5.00028,5.0002,PASSED,PASSED,PASSED,PASSED,322.4,343.2,PASS,4/11/2024 8:53:13 AM
ZJ2309239001510RH6,118.052,5.00046,4.99927,PASSED,PASSED,PASSED,PASSED,282.4,316,PASS,4/11/2024 8:57:33 AM
ZJ2309239001451RH6,119.032,4.99958,4.99977,PASSED,PASSED,PASSED,PASSED,297.6,313.2,PASS,4/11/2024 8:58:54 AM
ZJ2309239001499RH6,119.016,4.9999,5.00029,PASSED,FAILED,FAILED,FAILED,303.2,361.6, --- , 4.99948,4.99971,PASSED,PASSED,PASSED,PASSED,312.4,314.4,PASS,4/11/2024 9:00:50 AM
ZJ2309239001678RH6,119.689,4.99972,5.00015,PASSED,PASSED,PASSING,PASSED,316,364.8,PASS,4/11/2024 9:02:02 AM
ZJ2309239001448RH6,117.121,5.00016,5.00008,PASSED,FAILED,PASSED,PASSED,341.6,-166.4, --- , 4.99992,5.00044,PASSED,PASSED,PASSED,PASSED,349.6,-175.6,FAIL,4/11/2024 9:04:06 AM
ZJ2309239001511RH6,118.549,4.99998,4.99956,PASSED,FAILED,PASSED,PASSED,330,348.8, --- , 4.99998,5.00049,PASSED,PASSED,PASSED,PASSED,339.2,351.2,PASS,4/11/2024 9:06:34 AM
ZJ2309239001516RH6,117.841,4.99932,5.00006,PASSED,FAILED,PASSED,PASSED,300,307.2, --- , 4.99956,4.99972,PASSED,PASSED,PASSING,PASSED,319.2,300,PASS,4/11/2024 9:14:11 AM
ZJ2309239001544RH6,117.372,5.0002,5.00024,PASSED,PASSED,PASSED,PASSED,326.8,332.4,PASS,4/11/2024 9:16:08 AM
ZJ2309239001491RH6,117.981,4.99968,5.00008,PASSED,PASSED,PASSING,PASSED,347.2,346.4,PASS,4/11/2024 9:17:21 AM
ZJ2309239001543RH6,117.632,4.99986,5.00031,PASSED,PASSED,PASSED,PASSED,341.6,341.6,PASS,4/11/2024 9:19:21 AM
ZJ2309239001485RH6,118.954,5.00028,5.00029,PASSED,PASSED,PASSED,PASSED,254.4,332.8,PASS,4/11/2024 9:32:01 AM
ZJ2309239001662RH6,118.162,4.99956,5.00047,PASSED,PASSED,PASSED,PASSED,328.4,332.8,PASS,4/11/2024 9:35:13 AM
ZJ2309239001634RH6,117.623,5.00004,4.99981,PASSED,PASSED,PASSED,PASSED,363.2,376.4, --- , 4.99988,5.00011,PASSED,PASSED,PASSED,PASSED,346.4,335.2,PASS,4/11/2024 9:37:28 AM
ZJ2309239001478RH6,117.894,4.99986,5.00009,PASSED,PASSED,PASSED,PASSED,325.6,264.4,PASS,4/11/2024 9:38:54 AM
ZJ2309239001546RH6,118.531,4.9999,5.00011,PASSED,PASSED,PASSED,PASSED,340,358.4,PASS,4/11/2024 9:40:28 AM
ZJ2309239001642RH6,118.519,5.0002,5.00008,PASSED,PASSED,PASSED,PASSED,376.8,322.4, --- , 5.00036,5.00015,PASSED,PASSED,PASSED,PASSED,346.4,329.6,PASS,4/11/2024 9:42:26 AM
ZJ2309239001454RH6,117.953,4.99972,4.99997,PASSED,PASSED,PASSED,PASSED,336,316,PASS,4/11/2024 9:46:34 AM
ZJ2309239001457RH6,118.725,4.99956,4.99999,PASSED,PASSED,PASSED,PASSED,232,336.4,PASS,4/11/2024 9:49:16 AM
ZJ2309239001593RH6,118.358,5.00004,4.99983,PASSED,FAILED,PASSED,PASSED,337.6,334.4, --- , 5.00008,5.00029,PASSED,PASSED,PASSED,PASSED,348.8,345.6,PASS,4/11/2024 9:51:51 AM
ZJ2309239001519RH6,118.662,5.00004,5.00031,PASSED,PASSED,PASSED,PASSED,243.2,320,PASS,4/11/2024 9:54:59 AM
ZJ2309239001423RH6,117.728,5.0004,4.99963,PASSED,PASSED,PASSING,PASSED,314,363.2,PASS,4/11/2024 9:56:24 AM
ZJ2309239001467RH6,117.973,5.00052,5.00049,PASSED,PASSED,PASSED,PASSED,346.4,350.4,PASS,4/11/2024 9:58:29 AM
ZJ2309239001500RH6,116.876,5.00028,4.99975,PASSED,PASSED,PASSED,PASSED,316.8,354.8,PASS,4/11/2024 10:00:12 AM
ZJ2309239001647RH6,118.436,4.99972,5.00028,PASSED,PASSED,PASSING,PASSED,342.4,346.8,PASS,4/11/2024 10:12:59 AM
ZJ2309239001663RH6,118.149,5.00028,5.00051,PASSED,PASSED,PASSED,PASSED,366,362.8,PASS,4/11/2024 10:14:29 AM
ZJ2309239001629RH6,119.081,4.99976,4.99993,PASSED,PASSED,PASSED,PASSED,338.4,358,PASS,4/11/2024 10:15:50 AM
ZJ2309239001569RH6,117.539,5.00028,4.99989,PASSED,FAILED,PASSED,PASSED,322,390.4, --- , 5.00016,5.00012,PASSED,PASSED,PASSED,PASSED,308.4,365.2,PASS,4/11/2024 10:24:01 AM
ZJ2309239001455RH6,117.503,5.00048,4.99959,PASSED,PASSED,PASSED,PASSED,297.6,379.6, --- , 4.99992,4.99953,PASSED,PASSED,PASSED,PASSED,302.4,337.2,PASS,4/11/2024 10:26:08 AM
ZJ2309239001464RH6,118.081,5.00028,5.00024,PASSED,PASSED,PASSED,PASSED,292,334.4,PASS,4/11/2024 10:27:28 AM
ZJ2309239001504RH6,117.373,4.99976,4.99997,PASSED,PASSED,PASSED,PASSED,-200,311.6, --- , 4.99944,4.99968,PASSED,PASSED,PASSED,PASSED,-186.4,310.4,FAIL,4/11/2024 10:29:30 AM
ZJ2309239001505RH6,118.458,4.99984,4.99974,PASSED,PASSED,FAILED,FAILED,355.2,352, --- , 5.00056,5.00027,PASSED,PASSED,PASSED,PASSED,378.4,383.6,FAIL,4/11/2024 10:31:49 AM
ZJ2309239001465RH6,118.097,5.00002,4.99975,PASSED,PASSED,PASSED,PASSED,351.2,351.2,PASS,4/11/2024 10:36:59 AM
ZJ2309239001644RH6,118.268,4.99988,4.99973,PASSED,PASSED,PASSED,PASSED,182.4,239.2, --- , 5.00028,5.00071,PASSED,PASSED,PASSED,PASSED,234.4,238,PASS,4/11/2024 10:41:46 AM
ZJ2309239001475RH6,117.99,5.00012,4.99991,PASSED,PASSED,PASSED,PASSED,347.2,337.2,PASS,4/11/2024 10:44:04 AM
ZJ2309239001518RH6,118.43,4.9998,4.99969,PASSED,PASSED,PASSED,PASSED,348.8,343.2,PASS,4/11/2024 10:46:22 AM
ZJ2309239001674RH6,119.035,5.0007,5.0003,PASSED,PASSED,PASSED,PASSED,340.8,230,PASS,4/11/2024 10:49:57 AM
ZJ2309239001658RH6,117.654,4.9996,5.00024,PASSED,PASSED,PASSING,PASSED,321.6,347.2,PASS,4/11/2024 10:51:26 AM
ZJ2309239001512RH6,117.229,5.00008,4.99944,PASSED,PASSED,PASSED,PASSED,342,365.2,PASS,4/11/2024 10:52:48 AM
ZJ2309239001535RH6,119.53,5.00012,4.99988,PASSED,PASSED,PASSED,PASSED,323.2,333.6,PASS,4/11/2024 10:54:50 AM
ZJ2309239001496RH6,117.228,4.99998,4.9999,PASSED,PASSED,PASSED,PASSED,298.4,376.8, --- , 4.9996,4.99947,PASSED,PASSED,PASSED,PASSED,320.8,355.2,PASS,4/11/2024 10:56:54 AM
ZJ2309239001532RH6,117.582,4.9999,4.99996,PASSED,PASSED,PASSED,PASSED,308,304.4,PASS,4/11/2024 10:58:09 AM
ZJ2309239001656RH6,117.571,5.0002,5.00019,PASSED,FAILED,PASSED,PASSED,342.4,305.6, --- , 4.99998,5.00013,PASSED,FAILED,PASSED,PASSED,360,341.6,FAIL,4/11/2024 11:00:24 AM
ZJ2309239001486RH6,123.456,5,4.99969,PASSED,PASSED,PASSED,PASSED,340,364.8,PASS,4/11/2024 11:01:57 AM
ZJ2309239001529RH6,118.66,5.00028,4.99999,PASSED,PASSED,PASSED,PASSED,-200.8,323.6, --- , 4.99976,4.99985,PASSED,FAILED,PASSED,PASSED,-180.8,324.8,FAIL,4/11/2024 11:08:55 AM
ZJ2309239001595RH6,118.412,5.00008,5.00056,PASSED,PASSED,PASSED,PASSED,337.6,349.2,PASS,4/11/2024 11:10:35 AM
ZJ2309239001523RH6,118.109,5.00018,5.00049,PASSED,PASSED,PASSED,PASSED,320,347.6,PASS,4/11/2024 11:31:31 AM
ZJ2309239001446RH6,118.528,5.00012,5.00009,PASSED,PASSED,PASSED,PASSED,291.2,314.4,PASS,4/11/2024 11:32:55 AM
ZJ2309239001488RH6,117.931,4.9999,5,PASSED,FAILED,PASSING,PASSED,307.2,360, --- , 4.99946,5.0004,PASSED,PASSED,PASSED,PASSED,339.6,334,PASS,4/11/2024 11:35:04 AM
ZJ2309239001503RH6,118.315,5.0002,4.99974,PASSED,PASSED,PASSED,PASSED,362.4,398.4, --- , 4.99974,4.99983,PASSED,PASSED,PASSING,PASSED,355.6,381.2,FAIL,4/11/2024 11:37:26 AM
ZJ2309239001470RH6,118.886,5.00044,5.00053,PASSED,FAILED,PASSED,PASSED,300.8,354.4, --- , 5.0002,5.00041,PASSED,PASSED,PASSED,PASSED,320,363.2,PASS,4/11/2024 11:39:45 AM
ZJ2309239001673RH6,118.548,5.00018,4.99989,PASSED,PASSED,PASSED,PASSED,314.8,354,PASS,4/11/2024 11:41:54 AM
ZJ2309239001474RH6,118.773,5.00048,4.99959,PASSED,PASSED,PASSED,PASSED,322.4,349.6,PASS,4/11/2024 11:44:24 AM
ZJ2309239001476RH6,118.01,5.00036,4.99967,PASSED,PASSED,PASSED,PASSED,330.4,363.6,PASS,4/11/2024 11:45:55 AM
ZJ2309239001471RH6,118.818,5.00014,5.0004,PASSED,PASSED,PASSED,PASSED,306.4,305.6,PASS,4/11/2024 11:47:57 AM
ZJ2309239001550RH6,120.048,4.9998,4.99999,PASSED,PASSED,PASSED,PASSED,308,352,PASS,4/11/2024 11:52:33 AM
ZJ2309239001506RH6,118.802,5.00028,4.99964,PASSED,FAILED,PASSED,PASSED,316,352, --- , 4.99952,4.99956,PASSED,PASSED,PASSING,PASSED,296.4,334.4,PASS,4/11/2024 11:55:03 AM
ZJ2309239001490RH6,117.787,4.99956,5,PASSED,PASSED,PASSED,PASSED,317.6,314.8,PASS,4/11/2024 11:56:18 AM
ZJ2309239001630RH6,118.413,5.0002,5.00027,PASSED,PASSED,PASSED,PASSED,346.8,-144.8, --- , 4.9997,4.99968,PASSED,PASSED,FAILED,FAILED,344.8,-126.4,FAIL,4/11/2024 12:33:21 PM
ZJ2309239001484RH6,118.113,4.9999,5.00021,PASSED,PASSED,PASSING,PASSED,321.2,367.6,PASS,4/11/2024 12:38:29 PM
ZJ2309239001659RH6,119.184,4.9995,4.99953,PASSED,PASSED,PASSED,PASSED,351.2,345.6,PASS,4/11/2024 12:43:18 PM
ZJ2309239001584RH6,118.007,4.99962,5.00003,PASSED,PASSED,FAILED,FAILED,334,317.6, --- , 5.00008,4.99993,PASSED,PASSED,PASSED,PASSED,332.8,304,PASS,4/11/2024 12:55:36 PM
ZJ2309239001472RH6,118.747,5.00006,5.00016,PASSED,PASSED,PASSING,PASSED,322.8,350,PASS,4/11/2024 1:01:42 PM
ZJ2309239001482RH6,118.781,5.00012,5.00053,PASSED,PASSED,PASSED,PASSED,292.8,333.6,PASS,4/11/2024 1:03:22 PM
ZJ2309239001653RH6,118.236,4.99996,4.99997,PASSED,PASSED,PASSING,PASSED,321.6,325.6,PASS,4/11/2024 1:08:10 PM
ZJ2309239001458RH6,122.714,4.99952,4.99944,PASSED,FAILED,PASSED,PASSED,338.8,373.6, --- , 5.00028,4.99941,PASSED,FAILED,PASSING,PASSED,328,344.8,FAIL,4/11/2024 1:10:11 PM
ZJ2309239001549RH6,118.006,5.00028,4.99991,PASSED,PASSED,PASSED,PASSED,291.2,340,PASS,4/11/2024 1:11:38 PM
ZJ2309239001542RH6,117.802,4.99968,4.99993,PASSED,PASSED,PASSED,PASSED,321.6,347.2,PASS,4/11/2024 1:13:50 PM
ZJ2309239001480RH6,118.368,5.00002,4.99998,PASSED,PASSED,PASSED,PASSED,305.6,318.8,PASS,4/11/2024 1:15:07 PM
ZJ2309239001588RH6,118.613,5.00024,4.99968,PASSED,PASSED,PASSED,PASSED,353.6,326.4,PASS,4/11/2024 1:17:24 PM
ZJ2309239001531RH6,119.582,4.99984,5.00013,PASSED,PASSED,PASSED,PASSED,318.4,242,PASS,4/11/2024 1:19:34 PM
ZJ2309239001462RH6,118.295,5.00026,5.00031,PASSED,PASSED,FAILED,FAILED,350.4,357.2, --- , 4.99956,5.00036,PASSED,PASSED,PASSED,PASSED,335.2,390.4,FAIL,4/11/2024 1:23:00 PM
ZJ2309239001534RH6,117.749,5.0004,5.00033,PASSED,PASSED,PASSED,PASSED,376.8,380.4, --- , 4.99996,5.00045,PASSED,PASSED,PASSED,PASSED,361.6,381.6,FAIL,4/11/2024 1:24:59 PM
ZJ2309239001654RH6,119.36,4.99994,4.99979,PASSED,PASSED,PASSED,PASSED,347.2,323.6,PASS,4/11/2024 1:27:30 PM
ZJ2309239001538RH6,118.993,5.00012,4.99991,PASSED,PASSED,PASSED,PASSED,308.8,339.6,PASS,4/11/2024 1:30:05 PM
ZJ2309239001686RH6,119.545,5.00044,5.00036,PASSED,FAILED,PASSED,PASSED,279.2,306.4, --- , 4.99996,4.99993,PASSED,PASSED,PASSING,PASSED,300,319.6,PASS,4/11/2024 1:33:40 PM
ZJ2309239001508RH6,117.647,4.99976,4.99959,PASSED,PASSED,PASSED,PASSED,324,330,PASS,4/11/2024 1:35:01 PM
ZJ2309239001635RH6,119.018,4.99994,4.99968,PASSED,PASSED,PASSED,PASSED,348.8,365.6,PASS,4/11/2024 1:36:40 PM
ZJ2309239001450RH6,118.747,5.00018,4.99999,PASSED,PASSED,PASSING,PASSED,339.6,362.8,PASS,4/11/2024 1:42:57 PM
ZJ2309239001665RH6,119.12,5.00024,5,PASSED,FAILED,PASSED,PASSED,272.8,351.2, --- , 5.00032,4.99956,PASSED,PASSED,PASSING,PASSED,267.2,372,PASS,4/11/2024 1:45:41 PM
ZJ2309239001683RH6,0,,NA , NA , NA, NA, NA, NA, NA, NA,FAIL,4/11/2024 1:46:37 PM
ZJ2309239001683RH6,118.125,5.00016,4.99973,PASSED,PASSED,PASSED,PASSED,312,333.2,PASS,4/11/2024 1:48:07 PM
ZJ2309239001481RH6,119.459,5.00058,4.99995,PASSED,PASSED,PASSED,PASSED,327.2,367.2,PASS,4/11/2024 1:50:45 PM
ZJ2309239001633RH6,118.004,5.00036,5.00024,PASSED,PASSED,PASSING,PASSED,340,320,PASS,4/11/2024 1:53:32 PM
ZJ2309239001570RH6,119.043,5.00004,4.99991,PASSED,PASSED,FAILED,FAILED,337.2,286.8, --- , 5.00014,5.00016,PASSED,FAILED,PASSED,PASSED,328.8,289.6,FAIL,4/11/2024 2:14:40 PM
ZJ2309239001554RH6,118.164,4.99956,4.99991,PASSED,PASSED,PASSED,PASSED,353.6,308,PASS,4/11/2024 2:16:06 PM
ZJ2309239001466RH6,118.24,4.99986,4.99986,PASSED,PASSED,PASSED,PASSED,362.4,280.4,PASS,4/11/2024 2:17:32 PM
ZJ2309239001461RH6,119.616,5,4.99977,PASSED,PASSED,PASSED,PASSED,270.4,367.6,PASS,4/11/2024 2:21:07 PM
ZJ2309239001527RH6,118.882,5.00032,4.99943,PASSED,PASSED,PASSED,PASSED,316.8,329.2,PASS,4/11/2024 2:22:51 PM
ZJ2309239001691RH6,119.008,4.99934,5.00014,PASSED,FAILED,PASSED,PASSED,-220,-164, --- , 4.99952,4.99994,PASSED,PASSED,PASSED,PASSED,-200.8,-162.4,FAIL,4/11/2024 2:26:01 PM
ZJ2309239001553RH6,119.355,4.99984,5.00008,PASSED,PASSING,PASSED,FAILED,336.8,9.91E+46, --- , 5,5.00007,PASSED,PASSING,FAILED,FAILED,332.8,9.91E+46,FAIL,4/11/2024 2:28:27 PM
ZJ2309239001667RH6,118.86,5.00024,5.00025,PASSED,PASSED,PASSED,PASSED,274.4,288.8,PASS,4/11/2024 2:30:42 PM
ZJ2309239001492RH6,123.681,5.00004,4.99951,PASSED,PASSED,PASSED,PASSED,339.6,297.6,PASS,4/11/2024 2:32:56 PM
ZJ2309239001652RH6,118.432,5.00014,4.99972,PASSED,PASSED,PASSED,PASSED,211.2,-187.6, --- , 5.00004,4.9994,PASSED,PASSED,PASSED,PASSED,220,-158.4,FAIL,4/11/2024 2:35:13 PM
ZJ2309239001694RH6,0,,NA , NA , NA, NA, NA, NA, NA, NA,FAIL,4/11/2024 2:35:46 PM
ZJ2309239001694RH6,118.518,5.00052,5.00022,PASSED,PASSED,FAILED,FAILED,331.2,332.4, --- , 4.99996,4.99999,PASSED,FAILED,PASSED,PASSED,358.4,341.6,FAIL,4/11/2024 2:38:10 PM
ZJ2309239001495RH6,117.961,5,5.00039,PASSED,PASSED,FAILED,FAILED,291.6,359.2, --- , 4.99992,5.00069,PASSED,PASSED,PASSED,PASSED,296,363.2,PASS,4/11/2024 2:40:49 PM
ZJ2309239001639RH6,123.477,5.0003,5.00006,PASSED,PASSED,PASSED,PASSED,333.6,350.4,PASS,4/11/2024 2:43:27 PM
ZJ2309239001594RH6,119.514,4.9996,4.99976,PASSED,PASSED,PASSED,PASSED,324,380.4, --- , 5.0006,5.00006,PASSED,PASSED,PASSED,PASSED,314.4,377.6,FAIL,4/11/2024 2:46:56 PM
ZJ2309239001456RH6,118.456,4.9996,5.00011,PASSED,PASSED,PASSED,PASSED,335.2,320,PASS,4/11/2024 2:53:05 PM
ZJ2309239001693RH6,0,,NA , NA , NA, NA, NA, NA, NA, NA,FAIL,4/11/2024 2:57:01 PM
ZJ2309239001693RH6,118.255,4.9998,4.99967,PASSED,PASSED,PASSED,PASSED,298.8,358.4,PASS,4/11/2024 2:58:20 PM
ZJ2309239001509RH6,118.993,5,5.00057,PASSED,PASSED,PASSED,PASSED,357.6,352.4,PASS,4/11/2024 3:00:45 PM
ZJ2309239001444RH6,118.795,5.00032,5.00043,PASSED,PASSED,PASSED,PASSED,330.8,355.2,PASS,4/11/2024 3:02:21 PM
ZJ2309239001675RH6,118.837,5.0001,4.99953,PASSED,FAILED,PASSED,PASSED,291.6,352.4, --- , 5.00066,5.00052,PASSED,FAILED,PASSED,PASSED,304.8,345.2,FAIL,4/11/2024 3:05:15 PM
ZJ2309239001453RH6,119.382,4.99944,5.00033,PASSED,PASSED,PASSED,PASSED,320.8,316,PASS,4/11/2024 3:07:11 PM
ZJ2309239001649RH6,119.073,5.00016,4.99996,PASSED,PASSED,PASSED,PASSED,337.2,340.8,PASS,4/11/2024 3:08:50 PM
ZJ2309239001459RH6,119.015,4.99976,5.00016,PASSED,PASSED,PASSED,PASSED,301.2,308,PASS,4/11/2024 3:10:06 PM
ZJ2309239001684RH6,116.714,4.99972,5.00011,PASSED,PASSED,PASSED,PASSED,308,356.8,PASS,4/11/2024 3:11:24 PM
ZJ2309239001533RH6,118.778,5.00028,4.9995,PASSED,FAILED,PASSED,PASSED,268,-159.6, --- , 4.99984,4.99982,PASSED,PASSED,PASSING,PASSED,260,-180.4,FAIL,4/11/2024 3:13:38 PM
ZJ2309239001502RH6,119.007,5.00054,4.99965,PASSED,PASSED,PASSED,PASSED,342.4,397.6, --- , 4.99986,5.00059,PASSED,PASSED,FAILED,FAILED,329.6,372.8,FAIL,4/11/2024 3:15:51 PM
ZJ2309239001655RH6,118.731,5.00018,5.00017,PASSED,PASSED,PASSED,PASSED,321.2,302.4,PASS,4/11/2024 3:17:39 PM
