Serial #s,Lo Off Gate Voltage,Hi On Gate Voltage,Hi Off Gate Voltage,Lo On Gate Voltage,Digital +5V,Hi Pos Vunreg,Hi Neg Vunreg,Hi +5V,Hi -5V,Lo Pos Vunreg,Lo Neg Vunreg,Lo +5V,Lo -5V,Hi  Freq,Hi Duty,Lo Freq,Lo Duty,TempFreq,Temp Duty,DCL Freq,DCL Duty, Result, DateTime
ZJ24010900010139RH6,5.26,19.26,5.21,19.32,5.31,22.42,8.39,5.31,5.46,22.4,8.41,5.31,5.43,10002.5,49.59,10003.75,49.63,31471.28,55.55,31471.28,50,PASS,4/9/2024 9:21:33 AM
ZJ24010900010181RH6,5.24,19.28,5.23,19.31,5.34,22.44,8.41,5.31,5.46,22.4,8.4,5.32,5.42,10001.25,49.62,10005,49.59,31446.54,55.58,31446.54,49.45,PASS,4/9/2024 9:21:51 AM
ZJ24010900010140RH6,5.26,19.31,5.24,19.33,5.34,22.41,8.38,5.3,5.44,22.39,8.42,5.32,5.45,10005,49.7,10001.25,49.62,31434.18,55.6,31434.18,48.88,PASS,4/9/2024 9:22:18 AM
ZJ24010900010033RH6,5.25,19.32,5.22,19.32,5.33,22.41,8.38,5.3,5.42,22.38,8.44,5.32,5.46,10003.75,49.68,10003.75,49.59,31496.06,55.59,31496.06,50.43,PASS,4/9/2024 9:22:50 AM
ZJ24010900010299RH6,5.25,19.36,5.24,19.28,5.31,22.43,8.39,5.31,5.46,22.4,8.41,5.32,5.43,10002.5,49.61,10005,49.65,31545.74,55.6,31545.74,50.12,PASS,4/9/2024 9:23:14 AM
ZJ24010900010300RH6,5.26,19.29,5.24,19.31,5.35,22.42,8.39,5.29,5.46,22.39,8.41,5.31,5.44,10001.25,49.64,10006.25,49.57,31533.31,55.62,31533.31,50.06,PASS,4/9/2024 9:23:36 AM
ZJ24010900010141RH6,5.23,19.35,5.23,19.28,5.32,22.43,8.39,5.31,5.43,22.39,8.42,5.3,5.42,9998.75,49.61,9998.75,49.61,31471.28,55.59,31471.28,50.63,PASS,4/9/2024 9:23:58 AM
ZJ24010900010225RH6,5.26,19.32,5.24,19.3,5.33,22.43,8.4,5.31,5.47,22.4,8.41,5.31,5.44,10001.25,49.64,10002.5,49.64,31471.28,55.98,31471.28,51.3,PASS,4/9/2024 9:24:23 AM
ZJ24010900010032RH6,5.26,19.32,5.22,19.26,5.32,22.44,8.4,5.3,5.43,22.41,8.42,5.31,5.44,10005,49.64,10002.5,49.61,31471.28,55.59,31471.28,49.45,PASS,4/9/2024 9:24:45 AM
ZJ24010900010298RH6,5.23,19.33,5.23,19.26,5.32,22.42,8.39,5.31,5.44,22.39,8.41,5.31,5.42,10002.5,49.6,10003.75,49.63,31508.47,55.57,31508.47,50.81,PASS,4/9/2024 9:25:21 AM
ZJ24010900010068RH6,5.27,19.29,5.22,19.99,5.32,22.43,8.38,5.29,5.43,22.4,8.42,5.32,5.44,10003.75,49.62,10002.5,49.61,31434.18,55.56,31434.18,50.22,PASS,4/9/2024 9:25:43 AM
ZJ24010900010110RH6,5.24,19.31,5.23,19.32,5.3,22.43,8.4,5.31,5.44,22.38,8.4,5.32,5.42,10002.5,49.61,10003.75,49.62,31533.31,55.58,31533.31,50.41,PASS,4/9/2024 9:27:01 AM
ZJ24010900010061RH6,5.24,19.34,5.23,19.31,5.32,22.45,8.42,5.3,5.42,22.41,8.42,5.32,5.43,10003.75,49.59,10001.25,49.59,31496.06,55.98,31496.06,50.43,PASS,4/9/2024 9:27:31 AM
ZJ24010900010111RH6,5.25,19.35,5.22,19.31,5.33,22.44,8.38,5.3,5.43,22.4,8.42,5.31,5.42,10005,49.67,10002.5,49.65,31508.47,55.57,31508.47,49.43,PASS,4/9/2024 9:28:01 AM
ZJ24010900010109RH6,5.24,19.3,5.22,19.32,5.31,22.44,8.4,5.31,5.45,22.41,8.42,5.32,5.43,10005,49.66,10001.25,49.63,31520.88,55.59,31520.88,48.86,PASS,4/9/2024 9:28:39 AM
ZJ24010900010077RH6,5.24,19.32,5.23,19.3,5.31,22.43,8.39,5.31,5.45,22.4,8.41,5.32,5.43,10001.25,49.63,10002.5,49.61,31545.74,55.6,31545.74,50.24,PASS,4/9/2024 9:29:03 AM
ZJ24010900010078RH6,5.25,19.36,5.24,19.3,5.32,22.45,8.4,5.31,5.44,22.41,8.41,5.3,5.44,10002.5,49.64,10002.5,49.59,31458.91,55.56,31458.91,49.43,PASS,4/9/2024 9:29:26 AM
ZJ24010900010063RH6,5.24,19.33,5.23,19.25,5.31,22.42,8.39,5.31,5.43,22.41,8.42,5.3,5.44,10001.25,49.66,10003.75,49.58,31508.47,55.57,31508.47,48.56,PASS,4/9/2024 9:29:55 AM
ZJ24010900010076RH6,5.25,19.36,5.22,19.35,5.33,22.42,8.39,5.31,5.44,22.4,8.41,5.31,5.44,10003.75,49.58,10003.75,49.63,31570.64,55.56,31570.64,50.71,PASS,4/9/2024 9:30:19 AM
ZJ24010900010062RH6,5.25,19.33,5.24,19.32,5.32,22.44,8.39,5.3,5.45,22.4,8.42,5.31,5.43,10003.75,49.63,10006.25,49.63,31483.67,55.57,31483.67,50.61,PASS,4/9/2024 9:30:46 AM
ZJ24010900010262RH6,5.26,19.34,5.23,19.35,5.33,22.43,8.4,5.3,5.43,22.39,8.41,5.31,5.42,10002.5,49.67,10003.75,49.63,31558.19,55.58,31545.74,49.88,PASS,4/9/2024 9:31:21 AM
ZJ24010900010107RH6,5.26,19.34,5.23,19.34,5.33,22.44,8.38,5.3,5.43,22.42,8.41,5.31,5.43,10005,49.62,10002.5,49.6,31483.67,55.57,31483.67,49.82,PASS,4/9/2024 9:31:45 AM
ZJ24010900010106RH6,5.26,19.33,5.91,20.04,5.33,22.44,8.39,5.3,5.44,22.41,8.41,5.31,5.43,10001.25,49.66,10003.75,49.63,31471.28,55.59,31471.28,50.12,PASS,4/9/2024 9:32:07 AM
ZJ24010900010108RH6,5.23,19.36,5.22,19.29,5.33,22.43,8.39,5.3,5.43,22.41,8.41,5.32,5.44,10002.5,49.67,10003.75,49.62,31620.55,55.53,31633.06,50.73,PASS,4/9/2024 9:32:33 AM
ZJ24010900010200RH6,5.24,19.33,5.23,19.33,5.32,22.42,8.4,5.31,5.43,22.37,8.4,5.32,5.43,10003.75,49.63,10001.25,49.67,31533.31,55.54,31533.31,49.82,PASS,4/9/2024 9:32:54 AM
ZJ24010900010175RH6,5.25,19.34,5.24,19.34,5.32,22.44,8.42,5.3,5.45,22.41,8.43,5.31,5.44,10006.25,49.61,10000,49.64,31458.91,55.6,31458.91,49.94,PASS,4/9/2024 9:33:17 AM
ZJ24010900010113RH6,5.26,19.31,5.23,19.35,5.33,22.44,8.41,5.31,5.45,22.39,8.42,5.32,5.43,10002.5,49.64,10003.75,49.68,31483.67,55.53,31496.06,49.17,PASS,4/9/2024 9:33:40 AM
ZJ24010900010028RH6,5.25,19.36,5.26,19.32,5.32,22.44,8.39,5.3,5.45,22.41,8.42,5.3,5.42,10002.5,49.65,10005,49.57,31471.28,55.55,31471.28,49.92,PASS,4/9/2024 9:34:10 AM
ZJ24010900010263RH6,5.26,19.27,5.23,19.34,5.31,22.43,8.39,5.28,5.43,22.4,8.41,5.32,5.44,10001.25,49.62,10005,49.61,31545.74,55.6,31545.74,49.92,PASS,4/9/2024 9:34:29 AM
ZJ24010900010264RH6,5.24,19.3,5.24,19.26,5.31,22.44,8.39,5.29,5.44,22.41,8.41,5.3,5.43,10003.75,49.67,10002.5,49.56,31545.74,55.56,31545.74,49.13,PASS,4/9/2024 9:34:49 AM
ZJ24010900010029RH6,5.23,19.33,5.23,19.31,5.33,22.44,8.38,5.3,5.42,22.39,8.4,5.31,5.42,10002.5,49.66,10002.5,49.61,31520.88,55.59,31520.88,49.84,PASS,4/9/2024 9:35:11 AM
ZJ24010900010176RH6,5.25,19.33,5.23,19.31,5.34,22.44,8.41,5.31,5.45,22.42,8.41,5.31,5.44,10003.75,49.63,10001.25,49.63,31471.28,55.55,31471.28,49.25,PASS,4/9/2024 9:35:37 AM
ZJ24010900010112RH6,5.24,19.3,5.23,19.35,5.31,22.45,8.38,5.29,5.44,22.41,8.4,5.31,5.44,10003.75,49.66,10003.75,49.61,31496.06,55.55,31496.06,49.13,PASS,4/9/2024 9:35:56 AM
ZJ24010900010177RH6,5.25,19.32,5.23,19.31,5.32,22.44,8.41,5.3,5.44,22.4,8.41,5.31,5.43,10002.5,49.69,10005,49.64,31558.19,55.58,31558.19,49.15,PASS,4/9/2024 9:36:16 AM
ZJ24010900010030RH6,5.24,19.28,5.2,19.31,5.3,22.43,8.39,5.3,5.43,22.38,8.42,5.3,5.43,10002.5,49.64,10002.5,49.61,31458.91,55.6,31458.91,49.67,PASS,4/9/2024 9:36:38 AM
ZJ24010900010199RH6,5.25,19.28,5.24,19.33,5.32,22.44,8.4,5.28,5.44,22.42,8.42,5.31,5.44,10002.5,49.62,10003.75,49.67,31533.31,55.58,31533.31,48.96,PASS,4/9/2024 9:37:05 AM
ZJ24010900010129RH6,5.26,19.31,5.23,19.32,5.32,22.44,8.39,5.31,5.44,22.42,8.42,5.3,5.43,10003.75,49.61,10002.5,49.62,31508.47,55.97,31508.47,50.41,PASS,4/9/2024 9:37:27 AM
ZJ24010900010201RH6,5.25,19.33,5.22,19.32,5.33,22.45,8.4,5.31,5.45,22.4,8.41,5.31,5.43,10002.5,49.65,10000,49.6,31545.74,55.6,31545.74,50.28,PASS,4/9/2024 9:37:48 AM
ZJ24010900010127RH6,5.25,19.33,5.23,20.22,5.32,22.45,8.4,5.3,5.43,22.41,8.43,5.3,5.43,10003.75,49.68,10002.5,49.66,31421.84,55.58,31434.18,49.86,PASS,4/9/2024 9:38:14 AM
ZJ24010900010245RH6,5.26,19.3,5.24,19.25,5.32,22.46,8.42,5.31,5.46,22.41,8.44,5.3,5.44,10005,49.64,10005,49.64,31508.47,55.61,31508.47,50.73,PASS,4/9/2024 9:38:41 AM
ZJ24010900010179RH6,5.25,19.38,5.24,19.34,5.34,22.44,8.4,5.31,5.45,22.41,8.43,5.31,5.43,10002.5,49.67,10005,49.59,31508.47,55.61,31508.47,50.26,PASS,4/9/2024 9:39:01 AM
ZJ24010900010128RH6,5.24,19.38,5.24,19.31,5.3,22.44,8.41,5.31,5.44,22.39,8.41,5.32,5.43,10003.75,49.67,10003.75,49.62,31496.06,55.59,31496.06,49.84,PASS,4/9/2024 9:39:47 AM
ZJ24010900010178RH6,5.22,19.32,5.23,19.3,5.33,22.47,8.41,5.31,5.46,22.42,8.41,5.31,5.43,10001.25,49.61,10002.5,49.61,31409.5,55.59,31409.5,49.08,PASS,4/9/2024 9:40:21 AM
ZJ24010900010246RH6,5.25,19.29,5.23,19.35,5.31,22.46,8.4,5.31,5.44,22.4,8.4,5.3,5.43,10002.5,49.67,10001.25,49.58,31508.47,55.57,31508.47,50.33,PASS,4/9/2024 9:40:57 AM
ZJ24010900010154RH6,5.25,19.35,5.24,19.36,5.3,22.44,8.39,5.3,5.45,22.36,8.42,5.31,5.44,10005,49.66,10003.75,49.62,31458.91,55.96,31458.91,50.22,PASS,4/9/2024 9:41:34 AM
ZJ24010900010241RH6,5.25,19.36,5.24,19.28,5.3,22.47,8.4,5.31,5.44,22.43,8.42,5.31,5.44,10005,49.69,10003.75,49.54,31458.91,55.6,31458.91,50.14,PASS,4/9/2024 9:42:02 AM
ZJ24010900010156RH6,5.26,19.35,5.23,19.34,5.29,22.45,8.4,5.31,5.44,22.43,8.43,5.31,5.43,10001.25,49.63,10002.5,49.6,31483.67,55.53,31483.67,50.1,PASS,4/9/2024 9:42:23 AM
ZJ24010900010255RH6,5.25,19.31,5.23,19.33,5.32,22.46,8.4,5.3,5.45,22.4,8.41,5.32,5.44,10006.25,49.59,10005,49.66,31483.67,55.57,31483.67,47.97,PASS,4/9/2024 9:42:50 AM
ZJ24010900010155RH6,5.23,19.31,5.24,19.35,5.3,22.46,8.4,5.31,5.45,22.4,8.41,5.32,5.43,10002.5,49.62,10002.5,49.66,31458.91,55.6,31458.91,46.76,FAIL,4/9/2024 9:43:08 AM
ZJ24010900010155RH6,5.23,19.31,5.24,19.35,5.31,22.46,8.4,5.31,5.45,22.4,8.42,5.31,5.43,10000,49.6,10001.25,49.63,31446.54,55.54,31458.91,49.67,PASS,4/9/2024 9:43:30 AM
ZJ24010900010243RH6,5.22,20.12,5.23,19.33,5.3,22.46,8.4,5.3,5.44,22.39,8.4,5.31,5.42,10006.25,49.61,10000,49.64,31570.64,55.6,31570.64,49.37,PASS,4/9/2024 9:43:51 AM
ZJ24010900010244RH6,5.24,19.38,5.24,19.26,5.32,22.45,8.39,5.31,5.44,22.41,8.41,5.29,5.43,10001.25,49.67,10006.25,49.68,31471.28,55.59,31471.28,50.43,PASS,4/9/2024 9:44:09 AM
ZJ24010900010134RH6,5.25,19.34,5.23,19.34,5.31,22.44,8.4,5.3,5.44,22.42,8.42,5.31,5.42,10002.5,49.65,10002.5,49.61,31471.28,55.59,31471.28,50.24,PASS,4/9/2024 9:44:27 AM
ZJ24010900010135RH6,5.24,19.36,5.23,19.31,5.31,22.44,8.38,5.31,5.44,22.42,8.44,5.31,5.43,10002.5,49.66,10005,49.66,31545.74,55.6,31545.74,50.83,PASS,4/9/2024 9:44:45 AM
ZJ24010900010180RH6,5.24,19.3,5.23,19.35,5.31,22.46,8.4,5.29,5.44,22.41,8.41,5.31,5.43,10000,49.62,10001.25,49.61,31434.18,55.56,31446.54,49.29,PASS,4/9/2024 9:45:04 AM
ZJ24010900010253RH6,5.25,19.36,5.23,19.32,5.31,22.46,8.4,5.31,5.44,22.42,8.42,5.31,5.44,10000,49.62,10003.75,49.58,31508.47,55.57,31508.47,50.53,PASS,4/9/2024 9:45:23 AM
ZJ24010900010258RH6,5.24,19.3,5.23,19.36,5.33,22.47,8.41,5.29,5.44,22.43,8.42,5.31,5.42,10003.75,49.67,10002.5,49.65,31496.06,55.63,31496.06,49.96,PASS,4/9/2024 9:45:51 AM
ZJ24010900010242RH6,5.24,19.34,5.23,19.3,5.32,22.45,8.39,5.31,5.45,22.4,8.4,5.29,5.42,10002.5,49.61,10003.75,49.64,31471.28,55.94,31471.28,49.92,PASS,4/9/2024 9:46:21 AM
ZJ24010900010114RH6,5.25,19.27,5.22,19.37,5.31,22.46,8.39,5.28,5.44,22.41,8.41,5.31,5.43,10005,49.65,10002.5,49.59,31483.67,55.53,31496.06,25.35,FAIL,4/9/2024 9:46:42 AM
ZJ24010900010114RH6,5.26,19.27,5.22,19.37,5.31,22.47,8.39,5.28,5.43,22.41,8.41,5.31,5.43,10002.5,49.6,10003.75,49.59,31471.28,55.55,31471.28,48.94,PASS,4/9/2024 9:47:03 AM
ZJ24010900010254RH6,5.23,19.32,5.23,19.34,5.3,22.45,8.4,5.3,5.45,22.37,8.41,5.33,5.42,10003.75,49.64,10003.75,49.66,31545.74,55.52,31545.74,50.67,PASS,4/9/2024 9:47:28 AM
